MLSA_ID,CITY,ADDRESS,BEDS,BATHS,HALF_BATH,SQ_FT,STYLE,FLOORS,RECENT_PRICE,LAT,LONG,NEIGHBORHOOD
30634963,Kitchener,"524 Brittania Cres, Kitchener, ON",5,3,1,2656,2 Storey,2,929000,43.39022592,-80.47759659,Huron Park
30678191,Kitchener,"51 Baden Crt, Kitchener, ON",4,3,1,2557,2 Storey,2,917000,43.4094423,-80.403548,Pioneer Tower West
30671393,Kitchener,"590 Brittania Cres, Kitchener, ON",4,2,1,3142,2 Storey,2,899000,43.3910875,-80.4780712,Huron Park
30641852,Kitchener,"504 Terrington Cres, Kitchener, ON",4,4,0,3052,2 Storey,2,899000,43.37546114,-80.42774603,Doon South
30660256,Kitchener,"212 Evens Pond Cres, Kitchener, ON",4,2,1,3222,2 Storey,2,898800,43.3785604,-80.4434522,Doon South
30632936,Kitchener,"367 Pine Valley Dr, Kitchener, ON",4,4,0,3557,2 Storey,2,889900,43.38272005,-80.43963509,Doon South
30636622,Kitchener,"82 Pioneer Tower Rd, Kitchener, ON",4,3,1,2500,2 Storey,2,868750,43.40642646,-80.39906422,Pioneer Tower West
30677844,Kitchener,"912 Manorbrook Crt, Kitchener, ON",4,2,1,2956,2 Storey,2,849900,43.3768118,-80.4294387,Doon South
30669730,Kitchener,"294 Blair Creek Dr, Kitchener, ON",4,3,1,3212,2 Storey,2,849900,43.3729995,-80.4270626,Doon South
30667796,Kitchener,"158 Doon Mills Dr, Kitchener, ON",4,2,1,3500,2 Storey,2,849900,43.3863175,-80.4316094,Doon South
30692740,Kitchener,"27 Pieter Vos Dr, Kitchener, ON",5,4,0,3400,2 1/2 Storey,2,839900,43.3747739,-80.4250014,Doon South
30645854,Kitchener,"359 Pine Valley Dr, Kitchener, ON",4,3,1,2891,2 Storey,2,839900,43.38243311,-80.43953458,Doon South
30672449,Kitchener,"382 Moorlands Cres, Kitchener, ON",4,3,1,3263,3 Storey,3,829900,43.3736331,-80.4426948,Doon South
30647481,Kitchener,"57 Melinda St, Kitchener, ON",5,3,1,2918,2 Storey,2,829900,43.40146247,-80.52437673,Laurentian West
30674359,Kitchener,"153 Pine Valley Dr, Kitchener, ON",5,3,0,2800,2 Storey,2,824900,43.3820427,-80.4332345,Doon South
30649874,Kitchener,"917 Steepleridge Crt, Kitchener, ON",4,3,1,2984,2 Storey,2,824900,43.37555098,-80.43692023,Doon South
30644267,Kitchener,"204 Evens Pond Cres, Kitchener, ON",3,3,1,2430,2 Storey,2,824900,43.37822797,-80.44351287,Doon South
30644089,Kitchener,"84 Elmbank Trail, Kitchener, ON",3,2,0,1850,Bungalow,1,799900,43.37602998,-80.44633553,Doon South
30641058,Kitchener,"544 Fallview Crt, Kitchener, ON",4,2,1,2344,2 Storey,2,799900,43.41257055,-80.46061938,Country Hills East
30634823,Kitchener,"235 Grovehill Cres, Kitchener, ON",4,3,1,3164,2 Storey,2,799900,43.3840758,-80.4972552,Trussler
30675110,Kitchener,"284 Grand Hill Dr, Kitchener, ON",4,2,2,2622,2 Storey,2,798988,43.410337,-80.4017653,Pioneer Tower West
30676222,Kitchener,"129 Pine Valley Dr, Kitchener, ON",3,3,1,3084,2 Storey,2,784800,43.382529,-80.4324565,Doon South
30669938,Kitchener,"67 Pine Valley Dr, Kitchener, ON",5,3,1,2268,2 Storey,2,779900,43.3842697,-80.4321454,Doon South
30639944,Kitchener,"577 Thomas Slee Dr, Kitchener, ON",3,3,1,2314,2 Storey,2,775000,43.37597602,-80.42467499,Doon South
30660494,Kitchener,"62 Pieter Vos Dr, Kitchener, ON",4,2,1,3076,2 Storey,2,769900,43.3748889,-80.426157,Doon South
30649469,Kitchener,"284 Pine Valley Dr, Kitchener, ON",5,3,1,2360,2 Storey,2,769000,43.38215024,-80.43713501,Doon South
30635551,Kitchener,"35 Netherwood Rd, Kitchener, ON",4,2,1,2823,2 Storey,2,754900,43.37381075,-80.43574721,Doon South
30683942,Kitchener,"901 Woodbine Crt, Kitchener, ON",3,2,1,2867,2 Storey,2,750000,43.3867115,-80.4842848,Huron Park
30663420,Kitchener,"937 Manorbrook Crt, Kitchener, ON",5,3,1,3005,2 Storey,2,749900,43.3765997,-80.4307327,Doon South
30647423,Kitchener,"163 Elmbank Trail, Kitchener, ON",4,2,1,2564,2 Storey,2,749900,43.37792388,-80.44671141,Doon South
30646876,Kitchener,"405 Gravel Ridge Trail, Kitchener, ON",4,3,0,1975,Bungalow,1,749900,43.40027427,-80.52325692,Laurentian West
30640436,Kitchener,"213 Highgate Crt, Kitchener, ON",4,2,1,2745,2 Storey,2,749900,43.43160934,-80.54920059,Highland West
30636563,Kitchener,"943 Woodbine Crt, Kitchener, ON",5,2,1,2565,2 Storey,2,749900,43.38721783,-80.48379272,Huron Park
30632670,Kitchener,"941 Pioneer Grove Crt, Kitchener, ON",3,3,1,1914,2 Storey,2,749900,43.40725565,-80.39877795,Pioneer Tower West
30661472,Kitchener,"51 Frey Cres, Kitchener, ON",4,2,1,2556,2 Storey,2,749000,43.4022596,-80.501161,Laurentian West
30641609,Kitchener,"83 Parkvale Dr, Kitchener, ON",5,3,1,2430,2 Storey,2,744900,43.38978206,-80.47462508,Huron Park
30679472,Kitchener,"31 Adencliffe St, Kitchener, ON",3,2,1,2110,2 Storey,2,739900,43.3812304,-80.4418876,Doon South
30657785,Kitchener,"232 Shady Glen Cres, Kitchener, ON",4,3,1,3164,2 Storey,2,739900,43.3869326,-80.4995276,Trussler
30660449,Kitchener,"500 Netherwood Cres, Kitchener, ON",3,2,2,2294,2 Storey,2,735000,43.3735821,-80.4381368,Doon South
30649371,Kitchener,"244 Falling Green Cres, Kitchener, ON",4,3,1,3164,2 Storey,2,734900,43.38781,-80.49430733,Trussler
30666145,Kitchener,"26 Marianne Dorn Trail, Kitchener, ON",4,2,1,2515,2 Storey,2,729900,43.3938352,-80.461848,Brigadoon
30663530,Kitchener,"326 Grovehill Cres, Kitchener, ON",4,2,1,2217,2 Storey,2,729900,43.3840758,-80.4972552,Trussler
30642039,Kitchener,"549 Brittania Cres, Kitchener, ON",3,2,1,2223,2 Storey,2,729900,43.39049941,-80.47667349,Huron Park
30630931,Kitchener,"278 Thomas Slee Dr, Kitchener, ON",4,3,1,2318,2 Storey,2,729900,43.37344499,-80.43719569,Doon South
30672338,Kitchener,"26 Parkvale Dr, Kitchener, ON",4,3,1,2200,2 Storey,2,724900,43.3898967,-80.4726075,Huron Park
30650912,Kitchener,"46 George Ayres Dr, Kitchener, ON",4,2,1,2729,2 Storey,2,724900,43.3737218,-80.42946205,Doon South
30640759,Kitchener,"31 Mossgrove Dr, Kitchener, ON",4,2,1,2412,2 Storey,2,724900,43.37727328,-80.4230077,Doon South
30634481,Kitchener,"364 Gravel Ridge Trail, Kitchener, ON",4,3,1,3021,2 Storey,2,724900,43.39983227,-80.52510194,Laurentian West
30681963,Kitchener,"326 Thomas Slee Dr, Kitchener, ON",3,3,1,2316,2 Storey,2,719900,43.3752648,-80.4358675,Doon South
30666157,Kitchener,"513 Rush Meadow Cres, Kitchener, ON",4,3,1,2476,2 Storey,2,710000,43.3879604,-80.464657,Brigadoon
30650840,Kitchener,"23 Southridge Dr, Kitchener, ON",5,3,1,2493,2 Storey,2,709888,43.37646444,-80.42873059,Doon South
30655569,Kitchener,"114 Gravel Ridge Trail, Kitchener, ON",3,2,1,2412,2 Storey,2,700000,43.40364036,-80.52546393,Laurentian West
30655029,Kitchener,"198 Parkvale Dr, Kitchener, ON",4,3,1,2079,2 Storey,2,700000,43.3891488,-80.47827454,Huron Park
30640143,Kitchener,"18 Oakdale Crt, Kitchener, ON",4,2,1,2400,2 Storey,2,699999,43.38646245,-80.43638063,Doon South
30670269,Kitchener,"23 Newcastle Crt, Kitchener, ON",3,2,1,2032,2 Storey,2,699900,43.3886534,-80.470696,Huron Park
30653736,Kitchener,"80 Frey Cres, Kitchener, ON",4,2,1,2680,2 Storey,2,699900,43.40311666,-80.50148707,Laurentian West
30652194,Kitchener,"925 Pioneer Grove Crt, Kitchener, ON",3,2,1,1914,2 Storey,2,699900,43.40714656,-80.39850377,Pioneer Tower West
30647502,Kitchener,"100 High Acres Cres, Kitchener, ON",4,2,1,2485,2 Storey,2,699900,43.42468526,-80.54009325,Forest Heights
30641892,Kitchener,"626 Thomas Slee Dr, Kitchener, ON",4,2,1,2616,2 Storey,2,699900,43.3765352,-80.42289965,Doon South
30648281,Kitchener,"818 Robert Ferrie Dr, Kitchener, ON",4,3,1,2975,2 Storey,2,699500,43.37828325,-80.44570927,Doon South
30664471,Kitchener,"23 Newcastle Dr, Kitchener, ON",3,3,1,2300,2 Storey,2,699000,43.3886534,-80.470696,Huron Park
30653173,Kitchener,"11 Elmbank Trail, Kitchener, ON",4,2,1,2413,2 Storey,2,699000,43.37640183,-80.44341552,Doon South
30649852,Kitchener,"87 Parkvale Dr, Kitchener, ON",5,3,1,2218,2 Storey,2,698500,43.38971103,-80.47473406,Huron Park
30674174,Kitchener,"186 Pine Valley Dr, Kitchener, ON",3,2,2,2129,2 Storey,2,698000,43.3823017,-80.434195,Doon South
30678053,Kitchener,"238 Seabrook Dr, Kitchener, ON",3,2,1,2298,2 1/2 Storey,2,689900,43.386484,-80.494884,Trussler
30670029,Kitchener,"467 Moorlands Cres, Kitchener, ON",3,1,1,1993,2 Storey,2,689900,43.3738612,-80.4430565,Doon South
30665754,Kitchener,"103 Riehm St, Kitchener, ON",4,3,1,2268,2 Storey,2,689000,43.4045342,-80.4986772,Laurentian West
30655125,Kitchener,"126 Apple Ridge Dr, Kitchener, ON",6,3,1,2603,2 Storey,2,689000,43.38390761,-80.43772947,Doon South
30679437,Kitchener,"183 Cranbrook St, Kitchener, ON",5,2,2,2270,2 Storey,2,684000,43.3767713,-80.4351834,Doon South
30648258,Kitchener,"904 Pioneer Grove Crt, Kitchener, ON",4,3,1,2008,2 Storey,2,679888,43.40670569,-80.39777399,Pioneer Tower West
30659718,Kitchener,"93 Winifred St, Kitchener, ON",4,3,1,1945,2 Storey,2,675000,43.4083062,-80.4068958,Pioneer Tower West
30634326,Kitchener,"15 Erika Crt, Kitchener, ON",4,3,0,1654,Bungalow,1,675000,43.41140562,-80.5297507,Laurentian West
30686923,Kitchener,"75 Helena Feasby St, Kitchener, ON",3,2,1,2308,2 Storey,2,674900,43.4029314,-80.5001305,Laurentian West
30655528,Kitchener,"2 Swartz St, Kitchener, ON",4,3,1,2182,2 Storey,2,674900,43.40522728,-80.50681562,Laurentian West
30676074,Kitchener,"259 Grovehill Cres, Kitchener, ON",3,2,1,2298,2 Storey,2,674800,43.3840758,-80.4972552,Trussler
30646354,Kitchener,"65 Ludolph St, Kitchener, ON",3,2,1,2220,2 Storey,2,669900,43.384237,-80.49499838,Trussler
30644766,Kitchener,"208 Grovehill Cres, Kitchener, ON",4,2,1,2220,2 Storey,2,669900,43.38310472,-80.49877757,Trussler
30639592,Kitchener,"387 Moorlands Cres, Kitchener, ON",3,2,1,2483,2 Storey,2,669900,43.37351674,-80.44303637,Doon South
30652796,Kitchener,"955 Bianca Crt, Kitchener, ON",3,2,0,2154,2 Storey,2,669000,43.39116924,-80.48127193,Huron Park
30672305,Kitchener,"107 Forest Edge Trail, Kitchener, ON",3,2,2,2250,2 Storey,2,658800,43.3822292,-80.4266756,Doon South
30639065,Kitchener,"838 Robert Ferrie Dr, Kitchener, ON",3,2,1,2201,2 Storey,2,658500,43.37858828,-80.44664102,Doon South
30690844,Kitchener,"393 Greenfield Ave, Kitchener, ON",4,2,2,1150,Bungalow,1,650000,43.426749,-80.449862,Vanier
30664952,Kitchener,"398 Moorlands Cres, Kitchener, ON",3,2,1,2403,3 Storey,3,650000,43.3738612,-80.4430565,Doon South
30646507,Kitchener,"143 West Oak Trail, Kitchener, ON",3,2,1,1950,2 Storey,2,650000,43.38313025,-80.49509779,Trussler
30647522,Kitchener,"172 Cranbrook St, Kitchener, ON",5,3,1,2242,2 Storey,2,649900,43.37686316,-80.43485546,Doon South
30651629,Kitchener,"290 Thomas Slee Dr, Kitchener, ON",3,2,1,2262,2 Storey,2,649888,43.37372399,-80.43711575,Doon South
30687682,Kitchener,"2 Ivy Lane Crt, Kitchener, ON",4,3,1,2122,2 Storey,2,645000,43.4278865,-80.5499477,Highland West
30650006,Kitchener,"291 Falling Green Cres, Kitchener, ON",4,2,1,1940,2 Storey,2,645000,43.38838775,-80.49511395,Trussler
30661362,Kitchener,"39 Fenside St, Kitchener, ON",4,2,1,2222,2 Storey,2,639900,43.3735743,-80.4419884,Doon South
30639651,Kitchener,"216 Shady Glen Crescent Cres, Kitchener, ON",4,3,1,2283,2 Storey,2,635000,43.38755903,-80.50003459,Trussler
30632642,Kitchener,"172 Woodbine Ave, Kitchener, ON",5,3,0,1531,Bungalow Raised,1,635000,43.38858375,-80.48572716,Huron Park
30677288,Kitchener,"2 Tottenham St, Kitchener, ON",4,3,1,2397,Multi-Level,2,629900,43.3842746,-80.4812956,Huron Park
30653741,Kitchener,"593 Blair Creek Dr, Kitchener, ON",3,3,1,1606,2 Storey,2,629900,43.37184647,-80.43613079,Doon South
30651301,Kitchener,"94 Cranbrook St, Kitchener, ON",3,2,1,2278,2 Storey,2,629900,43.3760113,-80.4323997,Doon South
30647763,Kitchener,"104 Peach Blossom Cres, Kitchener, ON",5,3,1,2256,2 Storey,2,629900,43.40556305,-80.52094166,Laurentian West
30646976,Kitchener,"11 Dubrick Cres, Kitchener, ON",5,3,1,2423,2 Storey,2,629900,43.40551603,-80.50720673,Laurentian West
30647998,Kitchener,"233 Gravel Ridge Trail, Kitchener, ON",3,2,1,2169,2 Storey,2,624900,43.40152558,-80.52644991,Laurentian West
30631716,Kitchener,"80 Elmbank Trail, Kitchener, ON",3,2,1,1940,2 Storey,2,624555,43.37603309,-80.44619485,Doon South
30646812,Kitchener,"26 Highbarry Cres, Kitchener, ON",4,2,1,2240,2 Storey,2,619990,43.43171088,-80.55139122,Highland West
30681738,Kitchener,"611 Brittania Cres, Kitchener, ON",3,2,1,2076,2 Storey,2,609900,43.3905482,-80.4786024,Huron Park
30683931,Kitchener,"119 Riehm St, Kitchener, ON",4,2,2,2276,2 Storey,2,609000,43.4042898,-80.4982349,Country Hills West
30643570,Kitchener,"61 PONDCLIFFE Dr, Kitchener, ON",3,2,1,1721,2 Storey,2,609000,43.3818005,-80.4439058,Doon South
30679784,Kitchener,"619 Commonwealth Cres, Kitchener, ON",3,2,1,2010,2 Storey,2,600000,43.4010095,-80.50552,Laurentian West
30646084,Kitchener,"397 Activa Ave, Kitchener, ON",4,3,1,2137,2 Storey,2,600000,43.40455965,-80.52007379,Laurentian West
30676690,Kitchener,"603 Brittania Cres, Kitchener, ON",3,2,1,2047,2 Storey,2,599999,43.3905909,-80.4782757,Huron Park
30669686,Kitchener,"207 Cranbrook St, Kitchener, ON",3,3,1,1790,2 Storey,2,599900,43.3767966,-80.4358032,Doon South
30669327,Kitchener,"501 Bridlewreath Crt, Kitchener, ON",3,2,1,1791,2 Storey,2,599900,43.4048703,-80.5098268,Laurentian West
30658898,Kitchener,"98 Harding St, Kitchener, ON",4,2,2,2190,2 Storey,2,599900,43.4035192,-80.4988429,Laurentian West
30655400,Kitchener,"219 Moorlands Cres, Kitchener, ON",4,2,1,1970,2 Storey,2,599900,43.3752172,-80.44243421,Doon South
30649594,Kitchener,"10 Appleby St, Kitchener, ON",3,2,1,1780,2 Storey,2,599900,43.38629372,-80.49208699,Trussler
30641913,Kitchener,"529 Isaiah Cres, Kitchener, ON",3,2,1,1825,2 Storey,2,599900,43.40171869,-80.52110935,Laurentian West
30637059,Kitchener,"379 Mountain Laurel Cres, Kitchener, ON",6,3,0,2380,Multi-Level,2,599900,43.40380325,-80.51719648,Laurentian West
30635971,Kitchener,"26 Mariposa Crt, Kitchener, ON",5,3,0,1545,Bungalow Raised,1,599900,43.41069624,-80.52939645,Laurentian West
30635431,Kitchener,"112 Amand Dr, Kitchener, ON",3,2,1,1820,2 Storey,2,599900,43.38294023,-80.50010211,Trussler
30664379,Kitchener,"916 Magdalena Crt, Kitchener, ON",3,2,1,2130,2 Storey,2,599700,43.4024345,-80.523659,Laurentian West
30643564,Kitchener,"55 PONDCLIFFE Dr, Kitchener, ON",3,2,1,1721,2 Storey,2,599000,43.3818005,-80.4439058,Doon South
30615522,Kitchener,"53 PONDCLIFFE Dr, Kitchener, ON",3,2,1,1721,2 Storey,2,599000,43.3818005,-80.4439058,Doon South
30674840,Kitchener,"6 Pompeii St, Kitchener, ON",4,3,1,2111,2 Storey,2,598500,43.3908864,-80.4826422,Huron Park
30679053,Kitchener,"220 Tall Grass Cres, Kitchener, ON",3,2,1,2242,2 Storey,2,595900,43.371662,-80.4416446,Doon South
30636118,Kitchener,"275 Steepleridge St, Kitchener, ON",4,3,1,1790,2 Storey,2,595000,43.37592133,-80.43702623,Doon South
30676935,Kitchener,"19 West Oak Trail, Kitchener, ON",3,2,1,1839,2 Storey,2,590000,43.3831698,-80.4946804,Trussler
30636631,Kitchener,"295 Steepleridge St, Kitchener, ON",3,2,1,1790,2 Storey,2,589999,43.37601133,-80.43645812,Doon South
30635430,Kitchener,"375 Grovehill Cres, Kitchener, ON",3,2,1,1820,2 1/2 Storey,2,589900,43.38399474,-80.49744943,Trussler
30641522,Kitchener,"345 Sienna Cres, Kitchener, ON",4,3,1,1806,2 Storey,2,589000,43.38441577,-80.48670921,Huron Park
30674239,Kitchener,"901 Sorrento Crt, Kitchener, ON",3,2,1,2020,2 Storey,2,585000,43.391134,-80.4843012,Huron Park
30672169,Kitchener,"519 Doon South Dr, Kitchener, ON",3,2,1,1836,2 Storey,2,585000,43.3785317,-80.433173,Doon South
30684327,Kitchener,"71 Harding St, Kitchener, ON",3,2,1,2196,2 1/2 Storey,2,584900,43.4028133,-80.4988863,Laurentian West
30687499,Kitchener,"259 Cranbrook St, Kitchener, ON",4,2,2,2030,2 Storey,2,579900,43.3765063,-80.4372374,Doon South
30675056,Kitchener,"166 Newcastle Dr, Kitchener, ON",4,3,1,1978,2 Storey,2,579900,43.3849487,-80.4706953,Huron Park
30661403,Kitchener,"427 Mountain Laurel Cres, Kitchener, ON",4,2,1,2224,2 Storey,2,579900,43.4039128,-80.5154055,Laurentian West
30660065,Kitchener,"23 Highbarry Cres, Kitchener, ON",4,2,1,1910,2 Storey,2,579900,43.431746,-80.5510599,Highland West
30644298,Kitchener,"221 Shady Glen Cres, Kitchener, ON",3,2,1,1840,2 Storey,2,579000,43.38755903,-80.50003459,Trussler
30660044,Kitchener,"246 Moorlands Cres, Kitchener, ON",3,2,1,1870,2 Storey,2,575000,43.375032,-80.4441416,Doon South
30644061,Kitchener,"11 Swartz St, Kitchener, ON",3,2,1,2015,2 Storey,2,575000,43.40521173,-80.5065674,Laurentian West
30659278,Kitchener,"935 Bianca Crt, Kitchener, ON",4,2,1,1757,Multi-Level,2,574999,43.390861,-80.4806893,Huron Park
30639693,Kitchener,"333 Grovehill Cres, Kitchener, ON",3,2,1,1880,2 Storey,2,574900,43.38423175,-80.49619538,Trussler
30679964,Kitchener,"434 Woodbine Ave, Kitchener, ON",4,3,1,2131,2 Storey,2,569900,43.3916865,-80.4806006,Huron Park
30651129,Kitchener,"588 Activa Ave, Kitchener, ON",4,3,1,1950,2 1/2 Storey,2,569900,43.40305536,-80.51612905,Laurentian West
30632736,Kitchener,"660 Blair Creek Dr, Kitchener, ON",4,2,1,1809,2 Storey,2,568900,43.37109906,-80.43752317,Doon South
30680326,Kitchener,"271 Steepleridge St, Kitchener, ON",3,2,1,2030,2 Storey,2,559900,43.3760155,-80.4371901,Doon South
30663775,Kitchener,"317 Shady Glen Cres, Kitchener, ON",3,2,1,1880,2 Storey,2,559900,43.3869326,-80.4995276,Trussler
30632357,Kitchener,"125 Gravel Ridge Trail, Kitchener, ON",3,2,1,1713,2 Storey,2,559900,43.40342658,-80.52603994,Laurentian West
30682043,Kitchener,"30 Anson Crt, Kitchener, ON",4,2,1,1905,2 Storey,2,550000,43.389888,-80.4644833,Brigadoon
30663019,Kitchener,"102 Parkvale Dr, Kitchener, ON",3,2,1,1780,Multi-Level,2,550000,43.3897825,-80.4752575,Huron Park
30652431,Kitchener,"171 Templewood Dr, Kitchener, ON",3,2,1,1800,2 Storey,2,550000,43.39217666,-80.46248014,Brigadoon
30654779,Kitchener,"297 Featherstone Cres, Kitchener, ON",3,3,1,1800,2 Storey,2,549990,43.38900873,-80.47434381,Huron Park
30634887,Kitchener,"44 Postmaster Dr, Kitchener, ON",3,3,1,1780,2 Storey,2,549990,43.38468792,-80.49332939,Trussler
30673257,Kitchener,"597 Isaiah Cres, Kitchener, ON",3,2,1,1859,2 Storey,2,549900,43.4000561,-80.5211188,Laurentian West
30647971,Kitchener,"305 Shady Glen Cres, Kitchener, ON",3,2,1,1933,2 Storey,2,549900,43.38755903,-80.50003459,Trussler
30641753,Kitchener,"201 Seabrook Dr, Kitchener, ON",4,2,1,1869,2 Storey,2,549900,43.3865158,-80.49325582,Trussler
30635175,Kitchener,"22 Bridleridge St, Kitchener, ON",3,2,1,1811,2 Storey,2,549900,43.378425,-80.43701777,Doon South
30641924,Kitchener,"904 Sorrento Crt, Kitchener, ON",3,2,2,1553,2 Storey,2,549000,43.39128489,-80.48408352,Huron Park
30633725,Kitchener,"528 Activa Ave, Kitchener, ON",4,2,2,2173,2 Storey,2,545000,43.40287519,-80.51775826,Laurentian West
30674760,Kitchener,"292 Westmeadow Dr, Kitchener, ON",4,3,1,1900,2 Storey,2,539900,43.4259959,-80.5495477,Highland West
30657056,Kitchener,"409 Thomas Slee Dr, Kitchener, ON",3,2,1,1676,2 Storey,2,539900,43.374785,-80.4316524,Doon South
30638213,Kitchener,"36 Seabrook Dr, Kitchener, ON",3,1,1,1660,2 1/2 Storey,2,539900,43.38772925,-80.48661512,Huron Park
30632933,Kitchener,"30 Sofitel Dr, Kitchener, ON",3,2,1,1780,2 Storey,2,539900,43.38419169,-80.49408725,Trussler
30621675,Kitchener,"125 Marl Meadow Dr, Kitchener, ON",3,2,1,1700,2 Storey,2,539900,43.39244858,-80.45940119,Brigadoon
30675670,Kitchener,"145 Marl Meadow Dr, Kitchener, ON",3,3,1,1588,2 Storey,2,539000,43.3922935,-80.4588784,Brigadoon
30677419,Kitchener,"369 Thomas Slee Dr, Kitchener, ON",3,3,1,1527,2 Storey,2,535000,43.3748032,-80.4329781,Doon South
30637456,Kitchener,"34 Bridleridge St, Kitchener, ON",3,2,1,1800,2 Storey,2,534900,43.37820189,-80.43695444,Doon South
30635696,Kitchener,"346 Apple Hill Cres, Kitchener, ON",3,2,1,1813,2 Storey,2,530000,43.387841,-80.49348666,Trussler
30681432,Kitchener,"225 Featherstone Cres, Kitchener, ON",3,2,1,1746,2 Storey,2,529900,43.3885998,-80.4737842,Huron Park
30677024,Kitchener,"293 Apple Hill Cres, Kitchener, ON",3,2,1,1800,2 Storey,2,529900,43.388581,-80.493206,Trussler
30642185,Kitchener,"101 Steepleridge St, Kitchener, ON",3,2,1,1595,2 Storey,2,529900,43.37742881,-80.43376601,Doon South
30639724,Kitchener,"590 Windflower Cres, Kitchener, ON",4,2,1,1876,2 Storey,2,529900,43.41460045,-80.5232335,Laurentian West
30669746,Kitchener,"571 Commonwealth Cres, Kitchener, ON",3,2,1,1790,2 Storey,2,528900,43.4010053,-80.5040656,Laurentian West
30688320,Kitchener,"62 Periwinkle St, Kitchener, ON",3,1,1,1645,2 Storey,2,525000,43.4005069,-80.5109323,Laurentian West
30671004,Kitchener,"75 Netherwood Rd, Kitchener, ON",3,2,1,1606,2 Storey,2,525000,43.3737958,-80.435995,Doon South
30656029,Kitchener,"291 Sophia Cres, Kitchener, ON",4,2,1,1768,Multi-Level,2,525000,43.3872071,-80.4859868,Huron Park
30642952,Kitchener,"304 Mountain Laurel Cres, Kitchener, ON",4,3,1,1688,2 Storey,2,525000,43.40373584,-80.51912719,Laurentian West
